nohup: ignoring input
Epoch43 Train Loss: 0.008369489785648106
Epoch43 Val Loss: 0.011367146068096788


Epoch44 Train Loss: 0.008210614324203613
Epoch44 Val Loss: 0.011817932619721836


Epoch45 Train Loss: 0.00802844372234228
Epoch45 Val Loss: 0.010955802261907907
New best test loss!


Epoch46 Train Loss: 0.007831774318843422
Epoch46 Val Loss: 0.012128248987461739


Epoch47 Train Loss: 0.007648242721539755
Epoch47 Val Loss: 0.012061393308074106


Epoch48 Train Loss: 0.0075263200133850894
Epoch48 Val Loss: 0.011392264792570484


Epoch49 Train Loss: 0.0073663339612282785
Epoch49 Val Loss: 0.013585575680801834


Lr changed to 1.0000000000000002e-06
Epoch50 Train Loss: 0.007089491235826764
Epoch50 Val Loss: 0.01090755732791383
New best test loss!


yes
Epoch51 Train Loss: 0.007023576231032892
Epoch51 Val Loss: 0.01066615168442054
New best test loss!


yes
Epoch52 Train Loss: 0.006998578453148577
Epoch52 Val Loss: 0.010862206969022436


Epoch53 Train Loss: 0.00699023740654018
Epoch53 Val Loss: 0.010736665510534454


Epoch54 Train Loss: 0.0069316901577995025
Epoch54 Val Loss: 0.010826911890145504


Epoch55 Train Loss: 0.006911344718105786
Epoch55 Val Loss: 0.01059548984795848
New best test loss!


yes
Epoch56 Train Loss: 0.006891360476448521
Epoch56 Val Loss: 0.010743703845304306


Epoch57 Train Loss: 0.006827903915878256
Epoch57 Val Loss: 0.01070796316477307


Epoch58 Train Loss: 0.006838752098428526
Epoch58 Val Loss: 0.010916748085354942


Epoch59 Train Loss: 0.006832880605517502
Epoch59 Val Loss: 0.010686452327509642


Epoch60 Train Loss: 0.006828175424612847
Epoch60 Val Loss: 0.010605926236459232


Epoch61 Train Loss: 0.0067981588131269255
Epoch61 Val Loss: 0.010820229710797548


Epoch62 Train Loss: 0.006782596433764376
Epoch62 Val Loss: 0.010574972951522144
New best test loss!


yes
Epoch63 Train Loss: 0.006765033989228096
Epoch63 Val Loss: 0.010830915217657177


Epoch64 Train Loss: 0.00668435424525138
Epoch64 Val Loss: 0.010519389990761347
New best test loss!


yes
Epoch65 Train Loss: 0.006705538273938823
Epoch65 Val Loss: 0.010859623256879362


Epoch66 Train Loss: 0.006704135738277943
Epoch66 Val Loss: 0.01072868714612149


Epoch67 Train Loss: 0.006680025264609029
Epoch67 Val Loss: 0.010794793526802767


Epoch68 Train Loss: 0.006652196776415647
Epoch68 Val Loss: 0.010709163287411566


Epoch69 Train Loss: 0.006634737477176573
Epoch69 Val Loss: 0.010765939106740185


Epoch70 Train Loss: 0.0065640411674623795
Epoch70 Val Loss: 0.010600310324523132


Epoch71 Train Loss: 0.006633511294055531
Epoch71 Val Loss: 0.010761933521476816


Epoch72 Train Loss: 0.006571529365265125
Epoch72 Val Loss: 0.010574564946341734


Epoch73 Train Loss: 0.006551751195326776
Epoch73 Val Loss: 0.01064024787096795


Epoch74 Train Loss: 0.006507973946419424
Epoch74 Val Loss: 0.010528643415536491


Epoch75 Train Loss: 0.006532215388133322
Epoch75 Val Loss: 0.010663923951005747


Epoch76 Train Loss: 0.006481039807588238
Epoch76 Val Loss: 0.01069090251316352


Epoch77 Train Loss: 0.006435153252894664
Epoch77 Val Loss: 0.010579421546933521


Epoch78 Train Loss: 0.006448428757629748
Epoch78 Val Loss: 0.010549066055747675


Epoch79 Train Loss: 0.006495617272490959
Epoch79 Val Loss: 0.010823513679353617


Epoch80 Train Loss: 0.006410076617548236
Epoch80 Val Loss: 0.010829300139889572


Epoch81 Train Loss: 0.006422498454677664
Epoch81 Val Loss: 0.010621743141740992


Epoch82 Train Loss: 0.0064223357711328125
Epoch82 Val Loss: 0.010677545614864515


Epoch83 Train Loss: 0.006364062109121859
Epoch83 Val Loss: 0.010741105153469543


Epoch84 Train Loss: 0.006346117169229014
Epoch84 Val Loss: 0.010488330434433556
New best test loss!


yes
Epoch85 Train Loss: 0.006373159908498593
Epoch85 Val Loss: 0.01077301246611026


Epoch86 Train Loss: 0.006348068065565279
Epoch86 Val Loss: 0.010930761577112402


Epoch87 Train Loss: 0.006300665976697056
Epoch87 Val Loss: 0.010925041494476309


Epoch88 Train Loss: 0.0062858708593583066
Epoch88 Val Loss: 0.010405499689349701
New best test loss!


yes
Epoch89 Train Loss: 0.006297051836075467
Epoch89 Val Loss: 0.010623722895489065


Epoch90 Train Loss: 0.006211759455278751
Epoch90 Val Loss: 0.010942716234914556


Epoch91 Train Loss: 0.0062531780242943424
Epoch91 Val Loss: 0.010535811129294836


Epoch92 Train Loss: 0.006215784432548642
Epoch92 Val Loss: 0.010983129342397055


Epoch93 Train Loss: 0.006235786521225604
Epoch93 Val Loss: 0.010536622349295534


Epoch94 Train Loss: 0.006230501121656282
Epoch94 Val Loss: 0.010605540514306431


Epoch95 Train Loss: 0.006206158889392949
Epoch95 Val Loss: 0.010788444630870392


Epoch96 Train Loss: 0.006164412502469701
Epoch96 Val Loss: 0.010553200509551329


Epoch97 Train Loss: 0.006154857946072091
Epoch97 Val Loss: 0.01058189775083062


Epoch98 Train Loss: 0.006124287615721158
Epoch98 Val Loss: 0.010453391903630987


Epoch99 Train Loss: 0.0061397768815609184
Epoch99 Val Loss: 0.010313433090688683
New best test loss!


yes
Lr changed to 1.0000000000000002e-07
Epoch100 Train Loss: 0.006080712742915477
Epoch100 Val Loss: 0.010449225900201458


Epoch101 Train Loss: 0.006062934750967221
Epoch101 Val Loss: 0.010680259687627256


Epoch102 Train Loss: 0.006054904655632724
Epoch102 Val Loss: 0.010538592267099262


Epoch103 Train Loss: 0.006065765980114038
Epoch103 Val Loss: 0.010512357369084917


Epoch104 Train Loss: 0.006097109220064119
Epoch104 Val Loss: 0.010689175470544416


Epoch105 Train Loss: 0.006058839991488949
Epoch105 Val Loss: 0.01052576254400497


Epoch106 Train Loss: 0.006086190108926703
Epoch106 Val Loss: 0.010549910906432331


Epoch107 Train Loss: 0.006106783219022612
Epoch107 Val Loss: 0.010624062363181032


Epoch108 Train Loss: 0.006048975640478947
Epoch108 Val Loss: 0.010564568799789087


Epoch109 Train Loss: 0.006064817431891096
Epoch109 Val Loss: 0.010582351107371183


Epoch110 Train Loss: 0.006049266718445516
Epoch110 Val Loss: 0.010659593917007345


Epoch111 Train Loss: 0.006100982087091411
Epoch111 Val Loss: 0.010572627068979467


Epoch112 Train Loss: 0.006082257350219255
Epoch112 Val Loss: 0.010380834360681818


Epoch113 Train Loss: 0.006080974396964541
Epoch113 Val Loss: 0.010489796402426105


Epoch114 Train Loss: 0.006064758663673882
Epoch114 Val Loss: 0.010656342538606194


Epoch115 Train Loss: 0.006086553977831775
Epoch115 Val Loss: 0.01049466313345159


Epoch116 Train Loss: 0.006054602326290559
Epoch116 Val Loss: 0.010587772577804697


Epoch117 Train Loss: 0.006048942696338384
Epoch117 Val Loss: 0.010530753117619139


Epoch118 Train Loss: 0.006106544616823128
Epoch118 Val Loss: 0.010435659953728024


Epoch119 Train Loss: 0.006098447663985687
Epoch119 Val Loss: 0.01060538168638277


Epoch120 Train Loss: 0.006065257383093285
Epoch120 Val Loss: 0.010528190117893797


Epoch121 Train Loss: 0.00606057098816951
Epoch121 Val Loss: 0.010390695925600758


Epoch122 Train Loss: 0.006030865664937613
Epoch122 Val Loss: 0.010650077572139042


Epoch123 Train Loss: 0.006051439574805062
Epoch123 Val Loss: 0.010695602838072695


Epoch124 Train Loss: 0.006070776572832926
Epoch124 Val Loss: 0.01044984022462164


Epoch125 Train Loss: 0.006059051023014713
Epoch125 Val Loss: 0.01054931943438584


Epoch126 Train Loss: 0.0060243537908049784
Epoch126 Val Loss: 0.0104464262292005


Epoch127 Train Loss: 0.006079694111052936
Epoch127 Val Loss: 0.010546965561365421


Epoch128 Train Loss: 0.006036570075640825
Epoch128 Val Loss: 0.010450311957297747


Epoch129 Train Loss: 0.006030987659381109
Epoch129 Val Loss: 0.010715110931785995


Epoch130 Train Loss: 0.006074868212821262
Epoch130 Val Loss: 0.010581875624863998


Epoch131 Train Loss: 0.00605376214670364
Epoch131 Val Loss: 0.010661382566798817


Epoch132 Train Loss: 0.006017540940538942
Epoch132 Val Loss: 0.010577094708035585


Epoch133 Train Loss: 0.006036818727604128
Epoch133 Val Loss: 0.01056491286151494


Epoch134 Train Loss: 0.006072983513542155
Epoch134 Val Loss: 0.010715255977607998


Epoch135 Train Loss: 0.006015650256998155
Epoch135 Val Loss: 0.010569503008141348


Epoch136 Train Loss: 0.00601663639099111
Epoch136 Val Loss: 0.010523126000472208


Epoch137 Train Loss: 0.00603310572048091
Epoch137 Val Loss: 0.010626660053751999


Epoch138 Train Loss: 0.006007277912369192
Epoch138 Val Loss: 0.010521863308662796


Epoch139 Train Loss: 0.0060424255562670035
Epoch139 Val Loss: 0.010387838102769161


Epoch140 Train Loss: 0.00605115604319548
Epoch140 Val Loss: 0.010718409546279154


Epoch141 Train Loss: 0.005976794433283505
Epoch141 Val Loss: 0.010455476927505966


Epoch142 Train Loss: 0.0060109495479108216
Epoch142 Val Loss: 0.010515114928108587


Epoch143 Train Loss: 0.0060709122356838235
Epoch143 Val Loss: 0.010726816019678932


Epoch144 Train Loss: 0.006016659835935203
Epoch144 Val Loss: 0.010458673825377062


Epoch145 Train Loss: 0.0060379003862077694
Epoch145 Val Loss: 0.010521052873967037


Epoch146 Train Loss: 0.00603880289272179
Epoch146 Val Loss: 0.010354179795708738


Epoch147 Train Loss: 0.006012657993364409
Epoch147 Val Loss: 0.010559156733382204


Epoch148 Train Loss: 0.0059962954054871564
Epoch148 Val Loss: 0.01055469099869056


Epoch149 Train Loss: 0.006014813457201426
Epoch149 Val Loss: 0.010391230345243523


Lr changed to 1.0000000000000002e-08
Epoch150 Train Loss: 0.006014823918862486
Epoch150 Val Loss: 0.010511962301803358


Epoch151 Train Loss: 0.00603041741380039
Epoch151 Val Loss: 0.010547702648579996


Epoch152 Train Loss: 0.006019091399897724
Epoch152 Val Loss: 0.010484446041354706


Epoch153 Train Loss: 0.006025231729793342
Epoch153 Val Loss: 0.010597435440941761


Epoch154 Train Loss: 0.006003240897240887
Epoch154 Val Loss: 0.01063765255594442


Epoch155 Train Loss: 0.0059835280018509
Epoch155 Val Loss: 0.010393495753662703


Epoch156 Train Loss: 0.006024401884067698
Epoch156 Val Loss: 0.010576200520568214


Epoch157 Train Loss: 0.006036481956954258
Epoch157 Val Loss: 0.010473605083382648


Epoch158 Train Loss: 0.006024395819013051
Epoch158 Val Loss: 0.01062948654291658


Epoch159 Train Loss: 0.006031286597768967
Epoch159 Val Loss: 0.010604505659092085


Epoch160 Train Loss: 0.005997641601714332
Epoch160 Val Loss: 0.010847944457069216


Epoch161 Train Loss: 0.006022627097892366
Epoch161 Val Loss: 0.010508658406134493


Epoch162 Train Loss: 0.005978751155527233
Epoch162 Val Loss: 0.01058603424642711


Epoch163 Train Loss: 0.005986580879600831
Epoch163 Val Loss: 0.010557654916219246


Epoch164 Train Loss: 0.006004222249465316
Epoch164 Val Loss: 0.0104137154121801


Epoch165 Train Loss: 0.00601320883981907
Epoch165 Val Loss: 0.010470167980363718


Epoch166 Train Loss: 0.006004441312693459
Epoch166 Val Loss: 0.010492198905454794


Epoch167 Train Loss: 0.006012871855581973
Epoch167 Val Loss: 0.010481946631696699


Epoch168 Train Loss: 0.005985890456096325
Epoch168 Val Loss: 0.010548248337348616


Epoch169 Train Loss: 0.005994190521867305
Epoch169 Val Loss: 0.010568595647183645


Epoch170 Train Loss: 0.00596305933789782
Epoch170 Val Loss: 0.010360482515710773


Epoch171 Train Loss: 0.005968723546607825
Epoch171 Val Loss: 0.010507583068450605


Epoch172 Train Loss: 0.006023758807592682
Epoch172 Val Loss: 0.010708032271607592


Epoch173 Train Loss: 0.006007877879185538
Epoch173 Val Loss: 0.010544888488702938


Epoch174 Train Loss: 0.005973193772160669
Epoch174 Val Loss: 0.0104012425120169


Epoch175 Train Loss: 0.006001872822865609
Epoch175 Val Loss: 0.010491079492531275


Epoch176 Train Loss: 0.006022157318220247
Epoch176 Val Loss: 0.010729831610272524


Epoch177 Train Loss: 0.0060034830540371615
Epoch177 Val Loss: 0.010345505474427315


Epoch178 Train Loss: 0.006044635955209048
Epoch178 Val Loss: 0.01055037529650727


Epoch179 Train Loss: 0.005999858327186446
Epoch179 Val Loss: 0.01050921650272113


Epoch180 Train Loss: 0.006026270328683056
Epoch180 Val Loss: 0.010710832531587252


Epoch181 Train Loss: 0.006000325390158297
Epoch181 Val Loss: 0.010580354057281856


Epoch182 Train Loss: 0.006009080980490153
Epoch182 Val Loss: 0.010756073261909334


Epoch183 Train Loss: 0.006001922000516852
Epoch183 Val Loss: 0.010849550248605932


Epoch184 Train Loss: 0.00604573370542154
Epoch184 Val Loss: 0.010493068905530083


Epoch185 Train Loss: 0.005990616165465831
Epoch185 Val Loss: 0.010539032450149496


Epoch186 Train Loss: 0.006006944634325873
Epoch186 Val Loss: 0.010640683008433958


Epoch187 Train Loss: 0.005999391108210719
Epoch187 Val Loss: 0.010458195947689816


Epoch188 Train Loss: 0.006010026708304036
Epoch188 Val Loss: 0.01069319430782861


Epoch189 Train Loss: 0.00604238345137906
Epoch189 Val Loss: 0.010559759023004213


Epoch190 Train Loss: 0.00601766368474118
Epoch190 Val Loss: 0.010667506217642422


Epoch191 Train Loss: 0.006026357983177299
Epoch191 Val Loss: 0.010606522852253065


Epoch192 Train Loss: 0.00602678882240168
Epoch192 Val Loss: 0.010711401249423172


Epoch193 Train Loss: 0.006018157647070636
Epoch193 Val Loss: 0.010676584794273176


Epoch194 Train Loss: 0.0059855362303460995
Epoch194 Val Loss: 0.010433194469243328


Epoch195 Train Loss: 0.005994008475626681
Epoch195 Val Loss: 0.010433166963937883


Epoch196 Train Loss: 0.006016363668305453
Epoch196 Val Loss: 0.010531895873731932


Epoch197 Train Loss: 0.005984206023194155
Epoch197 Val Loss: 0.010497903694277224


Epoch198 Train Loss: 0.00599255727468887
Epoch198 Val Loss: 0.010550676323522535


Epoch199 Train Loss: 0.005993555409816161
Epoch199 Val Loss: 0.010580074724315498


Epoch200 Train Loss: 0.006000545295983647
Epoch200 Val Loss: 0.010535554884293648


Saved plots
