nohup: ignoring input
Epoch56 Val Loss: 0.00127006294905197


Epoch57 Train Loss: 0.0016313809395418135
Epoch57 Val Loss: 0.001260124181295415


Epoch58 Train Loss: 0.0016361411046148615
Epoch58 Val Loss: 0.001262926883082616


Epoch59 Train Loss: 0.001646425035357628
Epoch59 Val Loss: 0.001256760558277879
New best test loss!


yes
Epoch60 Train Loss: 0.0016019766509080488
Epoch60 Val Loss: 0.0012517006250591617
New best test loss!


yes
Epoch61 Train Loss: 0.0016308735081799657
Epoch61 Val Loss: 0.0012526430989638932


Epoch62 Train Loss: 0.0016076779447287345
Epoch62 Val Loss: 0.0012635725828891373


Epoch63 Train Loss: 0.0016164612511616518
Epoch63 Val Loss: 0.0012522000274639356


Epoch64 Train Loss: 0.0016298225139964031
Epoch64 Val Loss: 0.00125485485387728


Epoch65 Train Loss: 0.0016332902149032884
Epoch65 Val Loss: 0.0012497132047716336
New best test loss!


yes
Epoch66 Train Loss: 0.0016351911467382514
Epoch66 Val Loss: 0.0012537405454358564


Epoch67 Train Loss: 0.0016148969681627978
Epoch67 Val Loss: 0.001255073563756522


Epoch68 Train Loss: 0.0016050121405056152
Epoch68 Val Loss: 0.0012479377530112724
New best test loss!


yes
Epoch69 Train Loss: 0.001610117614098857
Epoch69 Val Loss: 0.0012430987800612595
New best test loss!


yes
Epoch70 Train Loss: 0.0016041736279346918
Epoch70 Val Loss: 0.001240407773176986
New best test loss!


yes
Epoch71 Train Loss: 0.0016239985539019696
Epoch71 Val Loss: 0.0012418235920870256


Epoch72 Train Loss: 0.0016209015234561538
Epoch72 Val Loss: 0.001249796319482983


Epoch73 Train Loss: 0.0016554202994607883
Epoch73 Val Loss: 0.00124536835059661


Epoch74 Train Loss: 0.0016164193081901605
Epoch74 Val Loss: 0.0012535026422131202


Epoch75 Train Loss: 0.001633701462567452
Epoch75 Val Loss: 0.0012508412192382989


Epoch76 Train Loss: 0.0016149215907745697
Epoch76 Val Loss: 0.0012385392431488779
New best test loss!


yes
Epoch77 Train Loss: 0.0015770488038544517
Epoch77 Val Loss: 0.0012334969498423247
New best test loss!


yes
Epoch78 Train Loss: 0.0015767664266662079
Epoch78 Val Loss: 0.0012347254318053858


Epoch79 Train Loss: 0.0015783155363417387
Epoch79 Val Loss: 0.001245702102741077


Epoch80 Train Loss: 0.0016122332846081877
Epoch80 Val Loss: 0.001231335856913735
New best test loss!


yes
Epoch81 Train Loss: 0.0016115548999169225
Epoch81 Val Loss: 0.0012380474901050134


Epoch82 Train Loss: 0.0015945646726770169
Epoch82 Val Loss: 0.0012346221642060714


Epoch83 Train Loss: 0.0016076566518889593
Epoch83 Val Loss: 0.0012366030910033953


Epoch84 Train Loss: 0.0015875689297905691
Epoch84 Val Loss: 0.001244654734183363


Epoch85 Train Loss: 0.001594985082667697
Epoch85 Val Loss: 0.0012324001389765456


Epoch86 Train Loss: 0.001605544281662192
Epoch86 Val Loss: 0.0012370215701884117


Epoch87 Train Loss: 0.0015494642492048796
Epoch87 Val Loss: 0.0012451964792487493


Epoch88 Train Loss: 0.0015940063035156731
Epoch88 Val Loss: 0.0012341809234482498


Epoch89 Train Loss: 0.0015826622489839791
Epoch89 Val Loss: 0.001241472013520472


Epoch90 Train Loss: 0.0015506596456146696
Epoch90 Val Loss: 0.001235928703025867


Epoch91 Train Loss: 0.0016340402159134766
Epoch91 Val Loss: 0.0012198624634263701
New best test loss!


yes
Epoch92 Train Loss: 0.0015839122420129856
Epoch92 Val Loss: 0.0012283919303038688


Epoch93 Train Loss: 0.0016062700437904814
Epoch93 Val Loss: 0.0012260734156382728


Epoch94 Train Loss: 0.0015814345302456866
Epoch94 Val Loss: 0.001218329896666944
New best test loss!


yes
Epoch95 Train Loss: 0.0015989777867826236
Epoch95 Val Loss: 0.0012323101454847572


Epoch96 Train Loss: 0.0015571142402506942
Epoch96 Val Loss: 0.0012205689065698264


Epoch97 Train Loss: 0.001601386570029419
Epoch97 Val Loss: 0.0012267684350489628


Epoch98 Train Loss: 0.0015802384319286264
Epoch98 Val Loss: 0.0012294499053863983


Epoch99 Train Loss: 0.0015896001947846863
Epoch99 Val Loss: 0.001233587910240818


Lr changed to 1e-05
Epoch100 Train Loss: 0.0015850833956481249
Epoch100 Val Loss: 0.0012342160241248894


Epoch101 Train Loss: 0.0015488084989940683
Epoch101 Val Loss: 0.0012237370549179664


Epoch102 Train Loss: 0.001584695950106421
Epoch102 Val Loss: 0.0012132057353206303
New best test loss!


yes
Epoch103 Train Loss: 0.0016071491358413917
Epoch103 Val Loss: 0.001224912703037262


Epoch104 Train Loss: 0.0015876468757611084
Epoch104 Val Loss: 0.001219969770437958


Epoch105 Train Loss: 0.00158132830820537
Epoch105 Val Loss: 0.0012217329665331345


Epoch106 Train Loss: 0.0016022510652148314
Epoch106 Val Loss: 0.0012233848186585271


Epoch107 Train Loss: 0.0015707021149841934
Epoch107 Val Loss: 0.001230257817290046


Epoch108 Train Loss: 0.0016110558371641307
Epoch108 Val Loss: 0.0012317355255914142


Epoch109 Train Loss: 0.0015869008478552856
Epoch109 Val Loss: 0.001228087413589788


Epoch110 Train Loss: 0.0015814367420633531
Epoch110 Val Loss: 0.0012162057572438312


Epoch111 Train Loss: 0.0015607261101491985
Epoch111 Val Loss: 0.001219917491215805


Epoch112 Train Loss: 0.0016166958266763422
Epoch112 Val Loss: 0.0012266687896686738


Epoch113 Train Loss: 0.0015710988299765445
Epoch113 Val Loss: 0.0012155542363644588


Epoch114 Train Loss: 0.0015890917727908807
Epoch114 Val Loss: 0.001214658436567887


Epoch115 Train Loss: 0.0015981526698326627
Epoch115 Val Loss: 0.00122887625239976


Epoch116 Train Loss: 0.00157503226363579
Epoch116 Val Loss: 0.0012161792163910131


Epoch117 Train Loss: 0.0015756202520867252
Epoch117 Val Loss: 0.0012300772094247527


Epoch118 Train Loss: 0.0015715497413691286
Epoch118 Val Loss: 0.0012356991338517826


Epoch119 Train Loss: 0.0016017448287809779
Epoch119 Val Loss: 0.0012215224532741804


Epoch120 Train Loss: 0.0015623007088309089
Epoch120 Val Loss: 0.0012245623637800632


Epoch121 Train Loss: 0.001572228452904673
Epoch121 Val Loss: 0.0012240236961284017


Epoch122 Train Loss: 0.0015976980306892671
Epoch122 Val Loss: 0.0012185928167601035


Epoch123 Train Loss: 0.0015570791294263553
Epoch123 Val Loss: 0.0012235221292268932


Epoch124 Train Loss: 0.0015859892244057066
Epoch124 Val Loss: 0.0012223253294099147


Epoch125 Train Loss: 0.0016088141981521122
Epoch125 Val Loss: 0.001216035098210468


Epoch126 Train Loss: 0.0015716584442309707
Epoch126 Val Loss: 0.0012277754291165645


Epoch127 Train Loss: 0.001577346813270076
Epoch127 Val Loss: 0.001220141045444882


Epoch128 Train Loss: 0.0015891071765945066
Epoch128 Val Loss: 0.0012283953365640364


Epoch129 Train Loss: 0.0015741125968422988
Epoch129 Val Loss: 0.0012212377630556996


Epoch130 Train Loss: 0.001579935139534284
Epoch130 Val Loss: 0.0012251368585154316


Epoch131 Train Loss: 0.0015747006254326493
Epoch131 Val Loss: 0.0012111802915496473
New best test loss!


yes
Epoch132 Train Loss: 0.0015632813014178199
Epoch132 Val Loss: 0.0012189878619549618


Epoch133 Train Loss: 0.0016050839456964625
Epoch133 Val Loss: 0.0012178247296331115


Epoch134 Train Loss: 0.0015583534060671855
Epoch134 Val Loss: 0.0012242456331201222


Epoch135 Train Loss: 0.0015787862986766906
Epoch135 Val Loss: 0.0012119050936501017


Epoch136 Train Loss: 0.0015806394163519143
Epoch136 Val Loss: 0.001232073582188571


Epoch137 Train Loss: 0.0015766516374864788
Epoch137 Val Loss: 0.001224953293486232


Epoch138 Train Loss: 0.0015726530243942297
Epoch138 Val Loss: 0.0012198767191650682


Epoch139 Train Loss: 0.0015928802055847312
Epoch139 Val Loss: 0.0012186188643432574


Epoch140 Train Loss: 0.0015740934235325865
Epoch140 Val Loss: 0.001221447562177976


Epoch141 Train Loss: 0.0015775719934439855
Epoch141 Val Loss: 0.0012141020210246324


Epoch142 Train Loss: 0.0015668731221006684
Epoch142 Val Loss: 0.0012190492752551718


Epoch143 Train Loss: 0.0015729246159416127
Epoch143 Val Loss: 0.0012239410550540929


Epoch144 Train Loss: 0.0015968676079916606
Epoch144 Val Loss: 0.0012201006488680682


Epoch145 Train Loss: 0.001584738149632309
Epoch145 Val Loss: 0.0012212879980309365


Epoch146 Train Loss: 0.0015543235516563435
Epoch146 Val Loss: 0.0012210682549848857


Epoch147 Train Loss: 0.0015619262019524861
Epoch147 Val Loss: 0.0012261707762720086


Epoch148 Train Loss: 0.0015956447843523925
Epoch148 Val Loss: 0.0012181074173240008


Epoch149 Train Loss: 0.0015941228215914656
Epoch149 Val Loss: 0.001225724102185649


Lr changed to 1.0000000000000002e-06
Epoch150 Train Loss: 0.0015872038139194862
Epoch150 Val Loss: 0.001224992256881534


Epoch151 Train Loss: 0.0015900074631013917
Epoch151 Val Loss: 0.0012190134874367118


Epoch152 Train Loss: 0.0015681250782151727
Epoch152 Val Loss: 0.001225812024435664


Epoch153 Train Loss: 0.0015701325689971282
Epoch153 Val Loss: 0.001219169640415428


Epoch154 Train Loss: 0.0015641774527202668
Epoch154 Val Loss: 0.0012289733234522998


Epoch155 Train Loss: 0.0016020561009498565
Epoch155 Val Loss: 0.0012207836138479638


Epoch156 Train Loss: 0.001577761032830113
Epoch156 Val Loss: 0.0012246622643844569


Epoch157 Train Loss: 0.001567827592852117
Epoch157 Val Loss: 0.0012241113116186755


Epoch158 Train Loss: 0.0015637510502417146
Epoch158 Val Loss: 0.00121701681036723


Epoch159 Train Loss: 0.0015693820922632559
Epoch159 Val Loss: 0.0012318480229778252


Epoch160 Train Loss: 0.0015424428755573176
Epoch160 Val Loss: 0.0012310703207735016


Epoch161 Train Loss: 0.001579982582413612
Epoch161 Val Loss: 0.0012156809404080093


Epoch162 Train Loss: 0.001562445532980049
Epoch162 Val Loss: 0.0012247319552895265


Epoch163 Train Loss: 0.0015584043505504634
Epoch163 Val Loss: 0.001222002134708705


Epoch164 Train Loss: 0.00159059077004053
Epoch164 Val Loss: 0.0012209066981265667


Epoch165 Train Loss: 0.0015737994800597923
Epoch165 Val Loss: 0.0012246704855455241


Epoch166 Train Loss: 0.0015877607412935948
Epoch166 Val Loss: 0.0012124074728514051


Epoch167 Train Loss: 0.0015455049414507904
Epoch167 Val Loss: 0.0012158353387210052


Epoch168 Train Loss: 0.0015811795780834763
Epoch168 Val Loss: 0.0012316461186242511


Epoch169 Train Loss: 0.0015595610271874898
Epoch169 Val Loss: 0.0012148126361005704


Epoch170 Train Loss: 0.001589944684431427
Epoch170 Val Loss: 0.00122061050073667


Epoch171 Train Loss: 0.0015635697029337098
Epoch171 Val Loss: 0.001224064878010153


Epoch172 Train Loss: 0.0016110574250030169
Epoch172 Val Loss: 0.0012120252379433439


Epoch173 Train Loss: 0.001568831686387338
Epoch173 Val Loss: 0.0012164025374826863


Epoch174 Train Loss: 0.0015936212343522216
Epoch174 Val Loss: 0.0012262411003291843


Epoch175 Train Loss: 0.0015685913687695275
Epoch175 Val Loss: 0.0012140464165268836


Epoch176 Train Loss: 0.0015934697043500277
Epoch176 Val Loss: 0.00122285863244722


Epoch177 Train Loss: 0.0015950851407921535
Epoch177 Val Loss: 0.0012130351916289298


Epoch178 Train Loss: 0.001599671735614832
Epoch178 Val Loss: 0.0012173726369426813


Epoch179 Train Loss: 0.0015806519333493518
Epoch179 Val Loss: 0.0012260900248377063


Epoch180 Train Loss: 0.0015969282805725744
Epoch180 Val Loss: 0.0012153535345090709


Epoch181 Train Loss: 0.0015600493953016818
Epoch181 Val Loss: 0.001218464488116963


Epoch182 Train Loss: 0.00158782435106613
Epoch182 Val Loss: 0.001209455435513979
New best test loss!


yes
Epoch183 Train Loss: 0.0015898459164972185
Epoch183 Val Loss: 0.001209818052523064


Epoch184 Train Loss: 0.0015729083209915515
Epoch184 Val Loss: 0.0012199191035450056


Epoch185 Train Loss: 0.0015928073497180613
Epoch185 Val Loss: 0.0012108390839164279


Epoch186 Train Loss: 0.0015812722011983441
Epoch186 Val Loss: 0.0012177129733782356


Epoch187 Train Loss: 0.0015836715238823993
Epoch187 Val Loss: 0.0012318312346307027


Epoch188 Train Loss: 0.001573160705883761
Epoch188 Val Loss: 0.0012226271294597266


Epoch189 Train Loss: 0.0015845840099805303
Epoch189 Val Loss: 0.0012185339679713306


Epoch190 Train Loss: 0.001571579638366185
Epoch190 Val Loss: 0.0012208221281470046


Epoch191 Train Loss: 0.0015927882141606993
Epoch191 Val Loss: 0.001221543187778615


Epoch192 Train Loss: 0.001550756294349332
Epoch192 Val Loss: 0.0012158195099183536


Epoch193 Train Loss: 0.001543798032091866
Epoch193 Val Loss: 0.0012172519380278268


Epoch194 Train Loss: 0.0015762301669044756
Epoch194 Val Loss: 0.0012159349718309045


Epoch195 Train Loss: 0.0015835859419481258
Epoch195 Val Loss: 0.0012161790495137138


Epoch196 Train Loss: 0.001585689321019296
Epoch196 Val Loss: 0.0012218876446110144


Epoch197 Train Loss: 0.0015705848901902768
Epoch197 Val Loss: 0.0012355658087059758


Epoch198 Train Loss: 0.00156804192958147
Epoch198 Val Loss: 0.0012203258350589688


Epoch199 Train Loss: 0.0015643286151879052
Epoch199 Val Loss: 0.0012124555605084529


Epoch200 Train Loss: 0.001559176318470847
Epoch200 Val Loss: 0.001221119537851399


Saved plots
